127.152, 129.495, 1.446, 66.200 False
126.972, 129.495, 1.988, 66.400 False
126.742, 129.495, 2.496, 66.600 False
126.463, 129.495, 2.994, 66.800 False
126.134, 129.495, 3.487, 67.000 False
125.757, 129.495, 3.973, 67.200 False
125.332, 129.495, 4.450, 67.400 False
124.859, 129.495, 4.919, 67.600 False
124.340, 129.491, 5.380, 67.800 False
123.776, 129.489, 5.831, 68.000 False
123.167, 129.487, 6.274, 68.200 False
122.514, 129.486, 6.708, 68.400 False
121.819, 129.484, 7.134, 68.600 False
121.083, 129.482, 7.515, 68.800 False
120.317, 129.485, 7.745, 69.000 False
119.546, 129.483, 7.704, 69.200 False
118.793, 129.482, 7.436, 69.400 False
118.078, 129.481, 7.033, 69.600 False
117.402, 129.480, 6.613, 69.800 False
116.767, 129.480, 6.219, 70.000 False
116.167, 129.479, 5.860, 70.200 False
115.601, 129.479, 5.528, 70.400 False
115.065, 129.479, 5.259, 70.600 False
114.551, 129.479, 5.034, 70.800 False
114.061, 129.479, 4.792, 71.000 False
113.597, 129.479, 4.543, 71.200 False
113.155, 129.479, 4.319, 71.400 False
112.735, 129.482, 4.121, 71.600 False
112.333, 129.483, 3.932, 71.800 False
111.950, 129.484, 3.751, 72.000 False
111.586, 129.485, 3.552, 72.200 False
111.243, 129.485, 3.345, 72.400 False
110.920, 129.486, 3.155, 72.600 False
110.614, 129.486, 2.988, 72.800 False
110.324, 129.487, 2.821, 73.000 False
110.052, 129.487, 2.660, 73.200 False
109.795, 129.487, 2.483, 73.400 False
109.558, 129.488, 2.308, 73.600 False
109.337, 129.488, 2.141, 73.800 False
109.132, 129.488, 1.990, 74.000 False
108.939, 129.488, 1.867, 74.200 False
108.765, 129.488, 1.662, 74.400 False
108.606, 129.489, 1.532, 74.600 False
108.466, 129.489, 1.322, 74.800 False
108.339, 129.489, 1.220, 75.000 False
108.223, 129.489, 1.106, 75.200 False
108.119, 129.489, 0.996, 75.400 False
108.025, 129.489, 0.893, 75.600 False
107.941, 129.485, 0.797, 75.800 False
107.866, 129.484, 0.715, 76.000 False
107.799, 129.487, 0.637, 76.200 False
107.739, 129.488, 0.571, 76.400 False
107.685, 129.488, 0.511, 76.600 False
107.637, 129.488, 0.457, 76.800 False
107.594, 129.488, 0.409, 77.000 False
107.555, 129.488, 0.365, 77.200 False
107.521, 129.488, 0.327, 77.400 False
107.490, 129.488, 0.292, 77.600 False
107.463, 129.488, 0.261, 77.800 False
107.438, 129.488, 0.234, 78.000 False
107.416, 129.489, 0.206, 78.200 False
107.397, 129.490, 0.186, 78.400 False
107.379, 129.490, 0.166, 78.600 False
107.363, 129.490, 0.149, 78.800 False
107.350, 129.489, 0.131, 79.000 False
107.337, 129.488, 0.118, 79.200 False
107.326, 129.488, 0.106, 79.400 False
107.316, 129.488, 0.095, 79.600 False
107.307, 129.488, 0.085, 79.800 False
107.299, 129.488, 0.076, 80.000 False
107.293, 129.488, 0.012, 80.200 False
107.290, 129.488, 0.008, 80.400 False
107.288, 129.488, 0.031, 80.600 False
107.284, 129.488, 0.033, 80.800 False
107.281, 129.488, 0.033, 81.000 False
107.277, 129.488, 0.031, 81.200 False
107.274, 129.488, 0.029, 81.400 False
107.272, 129.488, 0.026, 81.600 False
107.269, 129.488, 0.023, 81.800 False
107.267, 129.488, 0.021, 82.000 False
107.265, 129.488, 0.019, 82.200 False
107.263, 129.488, 0.017, 82.400 False
107.263, 129.488, 0.000, 82.600 False
107.264, 129.488, -0.019, 82.800 False
107.263, 129.488, -0.012, 83.000 False
107.263, 129.488, -0.008, 83.200 False
107.261, 129.488, -0.006, 83.400 False
107.260, 129.488, -0.005, 83.600 False
107.259, 129.488, -0.004, 83.800 False
107.257, 129.488, -0.003, 84.000 False
107.256, 129.488, -0.003, 84.200 False
107.254, 129.488, -0.003, 84.400 False
107.252, 129.488, -0.003, 84.600 False
107.251, 129.488, -0.002, 84.800 False
107.249, 129.488, -0.003, 85.000 False
107.248, 129.487, -0.004, 85.200 False
107.247, 129.487, -0.005, 85.400 False
107.247, 129.487, -0.005, 85.600 False
107.247, 129.486, -0.002, 85.800 False
107.245, 129.485, 0.018, 86.000 False
107.243, 129.484, 0.031, 86.200 False
107.233, 129.483, 0.197, 86.400 False
107.200, 129.485, 0.390, 86.600 False
107.152, 129.495, 0.516, 86.800 False
107.091, 129.517, 0.664, 87.000 False
107.009, 129.548, 0.902, 87.200 False
106.912, 129.587, 1.042, 87.400 False
106.795, 129.619, 1.283, 87.600 False
106.659, 129.651, 1.462, 87.800 False
106.500, 129.684, 1.702, 88.000 False
106.323, 129.724, 1.889, 88.200 False
106.123, 129.759, 2.091, 88.400 False
105.909, 129.793, 2.242, 88.600 False
105.679, 129.825, 2.376, 88.800 False
105.438, 129.858, 2.472, 89.000 False
105.189, 129.890, 2.544, 89.200 False
104.935, 129.918, 2.574, 89.400 False
104.680, 129.949, 2.589, 89.600 False
104.422, 129.972, 2.592, 89.800 False
104.164, 129.999, 2.598, 90.000 False
103.906, 130.017, 2.590, 90.200 False
103.648, 130.038, 2.592, 90.400 False
103.390, 130.045, 2.567, 90.600 False
103.132, 130.048, 2.574, 90.800 False
102.876, 130.039, 2.554, 91.000 False
102.619, 130.034, 2.569, 91.200 False
102.362, 130.021, 2.557, 91.400 False
